"ISOcode","AgeStart","AgeEnd","Ri","Di","Ni","Mi"
578,15,19,3,0,319599.5,83
578,20,24,5,0,341061,155
578,25,29,13,0,371067.5,157
578,30,34,30,4,369598.5,176
578,35,39,48,5,354382,218
578,40,44,73,11,348910.5,301
578,45,49,132,21,377348,483
578,50,54,233,45,369031,801
578,55,59,367,74,328779.5,1177
578,60,64,546,106,305472,1864
578,65,69,755,186,274181,2654
578,70,74,922,325,257680,4330
578,75,79,991,436,170248,4878
578,80,84,702,388,111463.5,5907
578,85,999,796,537,116834.5,17212
586,0,4,0,0,29320501,424736
586,5,9,0,0,28497093,22554
586,10,14,51,17,26090877.5,16437
586,15,19,158,71,24145203.5,25874
586,20,24,325,144,21037315,31991
586,25,29,362,163,18271176.5,30050
586,30,34,466,201,15386967.5,29200
586,35,39,563,241,12614847,30839
586,40,44,708,325,10235224.5,35282
586,45,49,818,429,8724614,45582
586,50,54,923,515,7699228,61659
586,55,59,1028,597,6742212.5,83572
586,60,64,1052,605,5338251.5,103225
586,65,69,931,542,3735094,115292
586,70,74,780,481,2661305,135209
586,75,79,637,425,1670213,138425
586,80,84,406,292,796178.5,108183
586,85,999,239,187,326977.5,76489
591,0,4,0,0,389805,1394
591,5,9,0,0,385637,147
591,10,14,0,0,366301,136
591,15,19,0,0,351331.5,344
591,20,24,7,0,340138,562
591,25,29,5,2,329104.5,624
591,30,34,3,3,318668,597
591,35,39,8,3,297644.5,581
591,40,44,20,7,274338,630
591,45,49,40,13,257984,793
591,50,54,64,22,230842,1016
591,55,59,91,33,193018,1263
591,60,64,113,42,153024,1516
591,65,69,117,49,118656,1788
591,70,74,108,53,87716.5,2025
591,75,79,92,50,62805,2228
591,80,84,70,43,40537,2237
591,85,999,82,54,34982,3759
598,0,4,0,0,1188561.5,11260
598,5,9,0,0,1125083,1136
598,10,14,0,0,1050321.5,857
598,15,19,0,0,977494.5,1592
598,20,24,4,0,894321,1998
598,25,29,0,0,820799,1938
598,30,34,0,3,732656,2013
598,35,39,11,5,626228,2248
598,40,44,23,9,537801.5,2668
598,45,49,40,20,450170.5,3249
598,50,54,60,34,370198,3976
598,55,59,90,49,288911,4654
598,60,64,109,57,196918,4896
598,65,69,106,56,128512,4928
598,70,74,82,50,80905.5,4893
598,75,79,59,43,44351.5,4187
598,80,84,38,33,20017,2895
598,85,999,24,23,9236,2264
600,0,4,0,0,679407,2727
600,5,9,0,0,631598.5,207
600,10,14,2,0,610429,203
600,15,19,3,1,605550.5,440
600,20,24,9,1,613586,653
600,25,29,5,3,588552,721
600,30,34,12,7,534096,799
600,35,39,28,13,450839,957
600,40,44,54,23,365615.5,1112
600,45,49,83,30,323475,1509
600,50,54,106,40,296435.5,2082
600,55,59,144,49,246316,2539
600,60,64,191,66,189574,2993
600,65,69,219,80,144192.5,3457
600,70,74,203,92,104325,3840
600,75,79,171,89,71340,4022
600,80,84,137,83,41249,3502
600,85,999,127,82,33446,5081
604,0,4,0,0,2887524,7854
604,5,9,0,0,2983645.5,1194
604,10,14,0,0,3004407,1221
604,15,19,3,2,2794366.5,2332
604,20,24,30,6,2741638.5,3167
604,25,29,33,10,2696452,3408
604,30,34,15,26,2561500,3596
604,35,39,50,36,2313586.5,4091
604,40,44,108,43,2114714.5,4981
604,45,49,198,72,1907114.5,6250
604,50,54,326,112,1607912.5,7545
604,55,59,447,163,1373795.5,9398
604,60,64,540,230,1159148.5,11727
604,65,69,645,297,934982.5,14367
604,70,74,691,330,702685,18405
604,75,79,657,361,500784.5,21600
604,80,84,588,378,329864,29565
604,85,999,612,461,210739,46040
608,0,4,0,0,11767413,66434
608,5,9,0,0,11531089.5,5580
608,10,14,22,4,11221251.5,4462
608,15,19,48,7,10604260.5,7612
608,20,24,229,31,10042077,10135
608,25,29,194,49,9299534.5,10132
608,30,34,184,68,8165680.5,10399
608,35,39,392,154,7340432.5,12297
608,40,44,713,198,6580026,16186
608,45,49,1155,405,5795280.5,23030
608,50,54,1782,725,4995176,31478
608,55,59,2552,1018,4145503,42104
608,60,64,3107,1304,3293973.5,53340
608,65,69,3316,1576,2390343,63398
608,70,74,2899,1693,1496856,65904
608,75,79,2014,1454,913392,67330
608,80,84,1251,1091,512727.5,63249
608,85,999,878,915,285788,66122
616,0,4,0,0,1919915.5,1678
616,5,9,0,0,1983247.5,185
616,10,14,0,0,1983498,213
616,15,19,2,0,1819155.5,643
616,20,24,20,0,2074773,1158
616,25,29,32,0,2554412.5,1764
616,30,34,68,14,2965547.5,2848
616,35,39,85,41,3218289.5,4269
616,40,44,252,128,3022749,6027
616,45,49,611,238,2569871.5,8387
616,50,54,1061,414,2276437,12214
616,55,59,1912,761,2464023.5,21181
616,60,64,3573,1517,2777190,37116
616,65,69,5133,2373,2446513,48084
616,70,74,5084,2826,1694413.5,45850
616,75,79,3380,2135,1048418.5,42838
616,80,84,2763,2169,874179.5,57839
616,85,999,2912,2668,800966.5,118534
620,0,4,0,0,433341,303
620,5,9,0,0,461300.5,35
620,10,14,2,0,507634.5,51
620,15,19,3,0,549025.5,112
620,20,24,4,0,544572.5,185
620,25,29,9,2,547514,211
620,30,34,22,8,571356,340
620,35,39,39,14,679092,507
620,40,44,121,35,792651.5,937
620,45,49,273,71,782556.5,1637
620,50,54,447,120,747584.5,2610
620,55,59,721,193,734537,3852
620,60,64,1055,274,672764.5,5307
620,65,69,1444,422,620517.5,6889
620,70,74,1787,674,544005,9408
620,75,79,1691,837,429097,12674
620,80,84,1423,923,352214,19526
620,85,999,1534,1236,320159.5,47553
624,0,4,0,0,293371,5011
624,5,9,0,0,275383.5,533
624,10,14,0,0,246951,345
624,15,19,0,0,212691.5,443
624,20,24,0,0,181359,552
624,25,29,1,1,154123.5,580
624,30,34,2,1,139334,650
624,35,39,4,2,120620,715
624,40,44,4,2,95384.5,714
624,45,49,4,4,71688.5,687
624,50,54,5,5,50677,650
624,55,59,5,4,40637,702
624,60,64,6,5,33676.5,850
624,65,69,6,4,24669,934
624,70,74,4,4,14920.5,885
624,75,79,3,3,8308,766
624,80,84,0,0,4333,610
624,85,999,0,0,2329,547
626,0,4,0,0,157525.5,1420
626,5,9,0,0,152926,122
626,10,14,0,0,158334,102
626,15,19,0,0,152423,168
626,20,24,0,0,128586,199
626,25,29,2,0,104264,176
626,30,34,1,0,86214,169
626,35,39,2,0,65349.5,163
626,40,44,4,2,53071,187
626,45,49,5,1,50671.5,270
626,50,54,10,6,42302.5,345
626,55,59,11,5,32534.5,411
626,60,64,12,5,26718.5,531
626,65,69,8,4,25911,823
626,70,74,8,4,22063.5,1133
626,75,79,8,7,12862.5,1070
626,80,84,5,5,5627.5,769
626,85,999,4,4,3053,780
630,0,4,0,0,133508,269
630,5,9,0,0,159597.5,19
630,10,14,0,0,177033.5,18
630,15,19,1,0,197330.5,53
630,20,24,1,1,207184.5,109
630,25,29,1,0,202927,153
630,30,34,6,2,184902,184
630,35,39,18,7,203337,291
630,40,44,40,17,216211,417
630,45,49,71,28,218896.5,612
630,50,54,115,42,229654.5,1044
630,55,59,169,67,238357,1747
630,60,64,226,100,229897,2675
630,65,69,251,113,208166,3724
630,70,74,276,132,186194.5,4818
630,75,79,263,150,133272.5,4948
630,80,84,191,134,85550,4900
630,85,999,214,181,80867.5,9447
634,0,4,0,0,150853.5,189
634,5,9,0,0,144588.5,10
634,10,14,0,0,114118.5,8
634,15,19,0,0,91396.5,15
634,20,24,0,0,241196.5,57
634,25,29,4,0,435984.5,96
634,30,34,5,1,496872.5,125
634,35,39,13,5,410626.5,145
634,40,44,11,6,279784.5,167
634,45,49,25,11,187377,211
634,50,54,29,11,115081.5,242
634,55,59,27,11,68788.5,271
634,60,64,32,13,37667.5,266
634,65,69,19,9,16500.5,202
634,70,74,9,4,8065.5,179
634,75,79,4,4,4311,177
634,80,84,2,2,2587.5,193
634,85,999,2,2,1434.5,221
638,0,4,0,0,73948,118
638,5,9,0,0,76012,6
638,10,14,0,0,75994.5,5
638,15,19,0,0,76453,5
638,20,24,0,0,64545,10
638,25,29,0,0,57469,11
638,30,34,0,0,55142,18
638,35,39,2,1,56145,26
638,40,44,6,1,59081,54
638,45,49,13,3,63961.5,111
638,50,54,24,6,67897,199
638,55,59,38,12,60413.5,304
638,60,64,47,17,49176,396
638,65,69,53,21,39627.5,525
638,70,74,49,23,27421,561
638,75,79,38,22,20070,623
638,80,84,29,23,14095,758
638,85,999,29,37,11968.5,1406
642,0,4,0,0,1047466,1484
642,5,9,0,0,1015306,123
642,10,14,4,0,1061507,116
642,15,19,3,0,1029268.5,211
642,20,24,7,0,1025350,324
642,25,29,21,0,1126826.5,480
642,30,34,22,10,1389465,899
642,35,39,54,17,1346624.5,1285
642,40,44,169,64,1552440,2623
642,45,49,426,152,1508925,4751
642,50,54,921,346,1427655,7871
642,55,59,1100,373,1097268,10912
642,60,64,1780,761,1316794,20313
642,65,69,2508,1192,1191900.5,27106
642,70,74,2407,1311,857092.5,27313
642,75,79,1675,1055,638667,33268
642,80,84,1338,1046,518050,44267
642,85,999,1106,1054,373605.5,64062
643,0,4,0,0,8842882.5,8651
643,5,9,0,0,9073492,1261
643,10,14,17,0,7822930.5,856
643,15,19,27,5,7049208.5,1987
643,20,24,68,20,7125707.5,4478
643,25,29,95,42,9905491.5,9969
643,30,34,121,137,12696541,21621
643,35,39,495,177,11854820,32210
643,40,44,1359,217,10608774.5,43961
643,45,49,2563,781,9744244.5,53826
643,50,54,4153,1471,8848688.5,69657
643,55,59,7607,2881,10548794.5,121489
643,60,64,14047,5565,9894910,174221
643,65,69,16847,7334,7990096,230067
643,70,74,15789,7954,4963747,183854
643,75,79,7404,4402,3356370,191309
643,80,84,8017,5793,3307661,282834
643,85,999,5084,4668,2107927,349240
646,0,4,0,0,1830569.5,16307
646,5,9,0,0,1672299.5,1482
646,10,14,0,0,1599961.5,1163
646,15,19,2,0,1398780.5,1790
646,20,24,7,4,1174056.5,2257
646,25,29,11,8,1058447.5,2557
646,30,34,17,12,985552.5,3061
646,35,39,23,14,826003,3423
646,40,44,27,20,562057,3120
646,45,49,34,25,428005.5,3272
646,50,54,36,24,343278.5,3728
646,55,59,52,35,315262.5,4801
646,60,64,52,36,248731,5583
646,65,69,42,29,169428,5700
646,70,74,25,20,98638,5164
646,75,79,13,12,63348.5,5205
646,80,84,7,7,36342.5,4652
646,85,999,5,5,24266,5551
662,0,4,0,0,10584,30
662,5,9,0,0,10799,5
662,10,14,0,0,12380,5
662,15,19,0,0,13847,10
662,20,24,0,0,15782.5,15
662,25,29,0,0,16112,15
662,30,34,0,0,14641.5,18
662,35,39,0,0,13697,23
662,40,44,1,0,12711,33
662,45,49,1,0,12395.5,50
662,50,54,6,2,12021,78
662,55,59,3,2,10239.5,104
662,60,64,6,4,7787.5,123
662,65,69,3,2,5546,139
662,70,74,4,3,4248.5,172
662,75,79,5,4,2868,190
662,80,84,3,3,1709.5,186
662,85,999,2,2,1214,243
678,0,4,0,0,30633.5,99
678,5,9,0,0,29681.5,17
678,10,14,0,0,27949,16
678,15,19,0,0,23036.5,34
678,20,24,0,0,17455.5,38
678,25,29,0,0,14432,35
678,30,34,0,0,13490.5,39
678,35,39,0,0,13419,50
678,40,44,0,0,11137.5,57
678,45,49,1,0,8616.5,64
678,50,54,1,0,6826.5,74
678,55,59,2,0,5719.5,90
678,60,64,3,4,4102,95
678,65,69,1,1,2937,99
678,70,74,0,0,1943,98
678,75,79,0,0,1630.5,126
678,80,84,0,0,1058,127
678,85,999,0,0,531,108
682,0,4,0,0,3196068,4955
682,5,9,0,0,3200265,528
682,10,14,2,0,2913756,505
682,15,19,4,2,2751478,1241
682,20,24,13,10,2740956,1666
682,25,29,46,19,3162578,2020
682,30,34,88,37,3120585.5,2413
682,35,39,192,80,3586259.5,3827
682,40,44,366,164,3645847,6047
682,45,49,545,251,2805182,7639
682,50,54,584,277,1960388.5,8855
682,55,59,558,275,1218883.5,8956
682,60,64,477,231,704283,8331
682,65,69,362,175,329705.5,6108
682,70,74,214,122,191814.5,5636
682,75,79,138,96,142866,7343
682,80,84,94,78,101915.5,8773
682,85,999,67,66,54530.5,10002
686,0,4,0,0,2495653,21010
686,5,9,0,0,2285167,2595
686,10,14,1,1,1992899,1656
686,15,19,1,1,1697785,2090
686,20,24,12,10,1430666.5,2560
686,25,29,24,17,1243498,2406
686,30,34,32,21,1078256.5,2501
686,35,39,41,26,905433,2484
686,40,44,48,30,732704.5,2707
686,45,49,56,36,568253.5,2844
686,50,54,62,43,443761,3303
686,55,59,65,43,348274.5,3785
686,60,64,66,46,270825.5,4625
686,65,69,65,46,207426,5737
686,70,74,55,44,145394,7123
686,75,79,42,34,93623,8112
686,80,84,26,23,45352,6840
686,85,999,13,11,15809.5,4243
688,0,4,0,0,350143.5,403
688,5,9,0,0,354820.5,32
688,10,14,0,0,335875.5,22
688,15,19,1,0,386547.5,55
688,20,24,4,0,399155,106
688,25,29,6,1,447419.5,157
688,30,34,9,5,504127.5,272
688,35,39,20,8,526890.5,436
688,40,44,79,25,559703.5,791
688,45,49,204,72,522881,1334
688,50,54,358,133,507504.5,2362
688,55,59,576,228,500712.5,4228
688,60,64,783,337,484992,6811
688,65,69,944,457,495470.5,11470
688,70,74,973,550,390269.5,14202
688,75,79,695,468,285320.5,17272
688,80,84,493,393,208686.5,20051
688,85,999,344,328,140535.5,24147
694,0,4,0,0,1162677,27821
694,5,9,0,0,1082931,2320
694,10,14,0,0,986854.5,1409
694,15,19,0,0,886306.5,1892
694,20,24,0,0,758497,2070
694,25,29,2,2,639195.5,1801
694,30,34,3,2,541910.5,1739
694,35,39,0,0,451989.5,1820
694,40,44,0,0,375206.5,1996
694,45,49,0,0,308036,2244
694,50,54,3,3,251609,2661
694,55,59,1,1,198953.5,3081
694,60,64,1,1,149494.5,3650
694,65,69,0,0,105787,4065
694,70,74,0,0,75248.5,4784
694,75,79,1,1,43996,4435
694,80,84,0,0,20045,3122
694,85,999,1,1,8091,2051
702,0,4,0,0,247025,105
702,5,9,0,0,225560.5,11
702,10,14,3,0,243564,10
702,15,19,0,0,289006.5,21
702,20,24,6,0,417397.5,52
702,25,29,4,4,437720,67
702,30,34,9,4,444136.5,104
702,35,39,30,11,467003.5,175
702,40,44,70,25,481256.5,310
702,45,49,151,54,491820,609
702,50,54,253,95,477403.5,1125
702,55,59,422,158,488443,1982
702,60,64,630,246,440626.5,2960
702,65,69,769,335,328423,3703
702,70,74,637,317,164882,2835
702,75,79,383,240,93482,2709
702,80,84,292,228,70336,3481
702,85,999,348,326,58319,6388
703,0,4,0,0,292985,351
703,5,9,0,0,291459,32
703,10,14,1,0,276596,41
703,15,19,1,0,263740,87
703,20,24,3,0,297184.5,153
703,25,29,3,0,374022,214
703,30,34,5,2,415686.5,328
703,35,39,16,4,439399.5,523
703,40,44,31,17,453896.5,774
703,45,49,95,34,389991.5,1166
703,50,54,182,62,349389,1834
703,55,59,334,123,357067,2892
703,60,64,553,217,362629.5,4736
703,65,69,796,344,324592.5,6076
703,70,74,819,417,225752.5,6420
703,75,79,596,365,157299,6906
703,80,84,427,322,99701,7530
703,85,999,357,325,82533,13074
704,0,4,0,0,7481736.5,32058
704,5,9,0,0,7370019,6532
704,10,14,18,1,7041759,4585
704,15,19,22,1,6930340,8077
704,20,24,37,6,7166514.5,11995
704,25,29,251,62,8281020,14646
704,30,34,156,59,8006907.5,15306
704,35,39,244,130,7725996,16731
704,40,44,567,192,7153116.5,20304
704,45,49,925,360,6271262.5,22842
704,50,54,1590,646,5285584,29635
704,55,59,2432,977,4987443.5,37643
704,60,64,3059,1275,4342338.5,51778
704,65,69,2862,1351,3132569,60196
704,70,74,1829,1058,1823502,56136
704,75,79,1098,758,1201834.5,61955
704,80,84,798,653,850325,72780
704,85,999,947,925,724448.5,119115
705,0,4,0,0,104222.5,51
705,5,9,0,0,112354.5,5
705,10,14,0,0,104292,5
705,15,19,1,0,95888.5,8
705,20,24,0,0,106623.5,14
705,25,29,2,0,118849,22
705,30,34,4,1,140999,38
705,35,39,9,2,155862,66
705,40,44,23,5,159811,125
705,45,49,43,9,148956,211
705,50,54,75,16,153924,424
705,55,59,128,29,150041,748
705,60,64,184,44,145033.5,1272
705,65,69,254,80,133065,1918
705,70,74,270,116,93454,2029
705,75,79,214,125,78711,2773
705,80,84,191,143,57793,3444
705,85,999,182,169,53022,7444
706,0,4,0,0,3038211,82200
706,5,9,0,0,2481097.5,10766
706,10,14,2,2,2062603,5090
706,15,19,2,2,1733467,5768
706,20,24,18,13,1434620.5,6742
706,25,29,28,21,1068719,5470
706,30,34,24,18,926517.5,5112
706,35,39,34,26,763435,4690
706,40,44,46,34,602721.5,4429
706,45,49,65,49,483472.5,4206
706,50,54,88,67,394631.5,4599
706,55,59,100,80,320388,4951
706,60,64,107,88,254635.5,5842
706,65,69,93,80,191628,6754
706,70,74,68,65,114606,6357
706,75,79,45,43,64729,5673
706,80,84,22,22,32398.5,4463
706,85,999,13,13,13419.5,3121
710,0,4,0,0,5754145.5,42975
710,5,9,0,0,5657268.5,3123
710,10,14,12,1,5285866.5,3209
710,15,19,12,3,4512265,6714
710,20,24,29,12,4950912.5,12940
710,25,29,104,36,5575847,21552
710,30,34,196,94,5601315,28306
710,35,39,310,141,4514351.5,27829
710,40,44,396,149,3036052,23846
710,45,49,530,233,3038416.5,30570
710,50,54,671,341,3030501,39622
710,55,59,848,448,2150885,36796
710,60,64,907,562,1523027,35688
710,65,69,968,606,1302637.5,42029
710,70,74,964,514,957238,42147
710,75,79,739,560,590091.5,35366
710,80,84,444,514,326508,27527
710,85,999,208,377,279727,40092
716,0,4,0,0,2281740,25642
716,5,9,0,0,2203376,2885
716,10,14,2,1,1882282,2031
716,15,19,3,2,1759205.5,3371
716,20,24,6,5,1416807,4480
716,25,29,21,12,1129591.5,5127
716,30,34,25,17,1077109,6625
716,35,39,28,17,1008525.5,8239
716,40,44,47,21,717825.5,7420
716,45,49,59,24,503168.5,6498
716,50,54,72,43,341029.5,5631
716,55,59,91,58,265237,5631
716,60,64,101,65,254979,7476
716,65,69,105,74,224848.5,9016
716,70,74,86,67,137699,7472
716,75,79,65,57,81065.5,6050
716,80,84,42,41,40179.5,4357
716,85,999,20,20,29939,5794
724,0,4,0,0,2039747,1146
724,5,9,0,0,2343586.5,138
724,10,14,9,0,2520371.5,206
724,15,19,15,0,2366016.5,370
724,20,24,16,0,2320183,530
724,25,29,29,0,2535038,722
724,30,34,40,9,2790023.5,1022
724,35,39,130,18,3380798,1787
724,40,44,328,85,3969748,3122
724,45,49,1054,235,3845123.5,5689
724,50,54,2039,469,3653303,9753
724,55,59,3272,765,3320822.5,14268
724,60,64,4549,1086,2863242.5,19000
724,65,69,5484,1508,2419015,23588
724,70,74,6378,2236,2206150.5,33128
724,75,79,6150,2819,1695304,41810
724,80,84,4420,2749,1323370.5,63440
724,85,999,5508,4629,1539528.5,196746
728,0,4,0,0,1637641,32352
728,5,9,0,0,1753233,10437
728,10,14,4,0,1454272,4791
728,15,19,4,0,1197641,4878
728,20,24,10,5,721089.5,3992
728,25,29,13,7,570455,3465
728,30,34,13,8,515441.5,3422
728,35,39,21,12,560085.5,4187
728,40,44,27,18,530430,4676
728,45,49,34,25,444718,4565
728,50,54,44,32,335960.5,4506
728,55,59,50,38,253783,4514
728,60,64,48,38,186100.5,4845
728,65,69,41,34,125270,4946
728,70,74,33,29,86624.5,5380
728,75,79,25,24,48472,4645
728,80,84,14,14,20555.5,3059
728,85,999,7,7,5893.5,1329
729,0,4,0,0,6817751,86470
729,5,9,0,0,5923730.5,12687
729,10,14,52,16,5084465,6860
729,15,19,73,30,4461444.5,9010
729,20,24,100,48,3962289,11200
729,25,29,86,63,3511709.5,10808
729,30,34,100,62,3093623.5,10391
729,35,39,104,55,2565134.5,9723
729,40,44,102,48,1882599.5,9003
729,45,49,111,51,1430325,8401
729,50,54,134,72,1169252.5,9844
729,55,59,111,49,1027098,11586
729,60,64,123,65,904403.5,15895
729,65,69,151,93,669829.5,18751
729,70,74,161,120,395291.5,17945
729,75,79,137,126,193465,14289
729,80,84,93,102,88642,10693
729,85,999,66,84,51039,11310
740,0,4,0,0,54028,199
740,5,9,0,0,53823.5,10
740,10,14,0,0,54895.5,14
740,15,19,0,0,54693,31
740,20,24,0,0,50251.5,49
740,25,29,0,0,44974,65
740,30,34,2,0,44286.5,87
740,35,39,2,1,42595.5,114
740,40,44,2,0,36429.5,141
740,45,49,6,3,37211.5,215
740,50,54,8,6,34288,320
740,55,59,12,8,29522,395
740,60,64,16,3,21693.5,434
740,65,69,18,9,15586.5,441
740,70,74,23,12,10454,390
740,75,79,16,11,7611,439
740,80,84,11,5,4437,386
740,85,999,9,6,3520,503
748,0,4,0,0,143332,1464
748,5,9,0,0,141930.5,149
748,10,14,0,0,134465,125
748,15,19,0,0,120679,223
748,20,24,0,0,108488.5,356
748,25,29,1,1,110827.5,551
748,30,34,2,2,96876,682
748,35,39,3,3,77162.5,747
748,40,44,5,4,55589,684
748,45,49,5,4,42805.5,652
748,50,54,5,5,36523,677
748,55,59,3,2,30765.5,696
748,60,64,4,3,25196,765
748,65,69,3,3,19914,807
748,70,74,3,1,12657.5,664
748,75,79,2,2,7019.5,497
748,80,84,1,1,3487.5,367
748,85,999,0,0,1894.5,373
752,0,4,0,0,600462.5,289
752,5,9,0,0,620144,33
752,10,14,1,0,601172.5,40
752,15,19,5,0,562227.5,133
752,20,24,4,0,593882,269
752,25,29,11,1,739677,344
752,30,34,23,7,702041,346
752,35,39,50,10,644308.5,405
752,40,44,99,20,633135,539
752,45,49,180,35,663040.5,790
752,50,54,310,67,683315.5,1385
752,55,59,523,116,607918.5,2124
752,60,64,709,182,566137.5,3409
752,65,69,994,300,544661.5,5426
752,70,74,1295,499,561818.5,9230
752,75,79,1451,681,414564,11590
752,80,84,1024,583,267356.5,14010
752,85,999,1020,717,262059,38340
756,0,4,0,0,437935,326
756,5,9,0,0,432932,34
756,10,14,5,0,418800,27
756,15,19,3,0,424051.5,85
756,20,24,7,0,481520,156
756,25,29,16,2,567572,162
756,30,34,23,4,609297.5,208
756,35,39,40,8,612916.5,269
756,40,44,74,15,585979.5,445
756,45,49,145,29,615408.5,737
756,50,54,286,60,666980.5,1335
756,55,59,472,100,620360.5,2077
756,60,64,622,132,510468,2888
756,65,69,704,181,429310.5,3909
756,70,74,795,272,399104.5,6092
756,75,79,842,359,314483,7741
756,80,84,665,346,222675.5,10470
756,85,999,724,470,225793.5,30828
760,0,4,0,0,1824959,8266
760,5,9,0,0,2610430,1175
760,10,14,3,4,2839467,1077
760,15,19,6,3,2465940,2510
760,20,24,29,0,1784801.5,3406
760,25,29,21,17,1158056.5,2295
760,30,34,25,36,1179975,2337
760,35,39,50,39,1212541.5,2683
760,40,44,41,36,1150536.5,3262
760,45,49,65,48,1009960,4175
760,50,54,121,76,824928.5,5056
760,55,59,165,101,635932,6128
760,60,64,176,114,497466,7474
760,65,69,241,153,365181.5,8984
760,70,74,182,114,252698,10363
760,75,79,188,126,151125.5,10314
760,80,84,160,114,83449,9586
760,85,999,153,111,50804,10836
762,0,4,0,0,1270462.5,8783
762,5,9,0,0,1173513,246
762,10,14,4,2,966499.5,242
762,15,19,8,6,881662,438
762,20,24,8,6,846687,734
762,25,29,9,6,829313.5,925
762,30,34,17,10,763192.5,1121
762,35,39,20,12,569998.5,1151
762,40,44,22,12,450951.5,1257
762,45,49,23,12,399568,1706
762,50,54,29,17,352784.5,2399
762,55,59,43,25,315561,3577
762,60,64,51,35,220184.5,3987
762,65,69,44,30,134041,3696
762,70,74,32,19,67262.5,3221
762,75,79,22,13,44375,3665
762,80,84,18,12,32234.5,4063
762,85,999,15,12,18712,4023
764,0,4,0,0,3556748,6139
764,5,9,0,0,4001844,906
764,10,14,10,1,4083107,1069
764,15,19,17,3,4295658,2377
764,20,24,41,6,5012389.5,4518
764,25,29,120,32,5051853,6250
764,30,34,99,47,5055028.5,8325
764,35,39,213,76,5275207.5,11013
764,40,44,504,153,5063434,14441
764,45,49,980,326,5310436.5,21234
764,50,54,1663,590,5457805,30963
764,55,59,2380,860,5238472,40824
764,60,64,2992,1135,4487202,50111
764,65,69,3199,1375,3374608,53797
764,70,74,2798,1485,2339485.5,54124
764,75,79,2167,1420,1595072,54539
764,80,84,1567,1256,1109087,55995
764,85,999,1423,1393,1000325.5,92467
768,0,4,0,0,1236813,17736
768,5,9,0,0,1126649,3606
768,10,14,0,0,992813,1862
768,15,19,5,3,856784,2453
768,20,24,4,3,729792,2927
768,25,29,15,11,639661,2725
768,30,34,13,10,558846,2608
768,35,39,14,11,482519.5,2556
768,40,44,25,18,409389,2638
768,45,49,32,23,332685,2654
768,50,54,41,29,264657.5,2945
768,55,59,44,31,206328,3259
768,60,64,44,30,157153,3889
768,65,69,39,27,114817,4468
768,70,74,36,24,74662,4870
768,75,79,23,18,39014.5,4285
768,80,84,13,10,15780,2868
768,85,999,6,5,4731,1439
780,0,4,0,0,96020,338
780,5,9,0,0,101937.5,23
780,10,14,0,0,100591,25
780,15,19,0,0,98213,59
780,20,24,1,0,100087,115
780,25,29,1,2,113966.5,175
780,30,34,3,0,136963.5,242
780,35,39,8,1,138400.5,320
780,40,44,15,2,113650.5,370
780,45,49,22,7,97914.5,473
780,50,54,28,13,91222.5,681
780,55,59,40,22,97504,1051
780,60,64,53,26,79547,1297
780,65,69,58,38,62375,1456
780,70,74,58,40,41149.5,1379
780,75,79,55,38,24781.5,1189
780,80,84,41,30,14043.5,1019
780,85,999,35,29,11588,1570
784,0,4,0,0,485514,638
784,5,9,0,0,498196.5,48
784,10,14,0,0,371527,36
784,15,19,1,0,361993.5,102
784,20,24,0,0,814606.5,301
784,25,29,9,2,1341349.5,462
784,30,34,10,3,1563932.5,630
784,35,39,14,4,1363234.5,789
784,40,44,26,15,962081.5,909
784,45,49,25,8,620624.5,1034
784,50,54,63,23,381815,1115
784,55,59,107,43,202881.5,993
784,60,64,131,54,108395,873
784,65,69,78,33,51982,687
784,70,74,37,18,28661,648
784,75,79,29,16,18471.5,764
784,80,84,13,10,23960.5,1714
784,85,999,7,7,12430.5,1814
788,0,4,0,0,1072264.5,3540
788,5,9,0,0,1037351.5,333
788,10,14,2,0,895228,296
788,15,19,1,0,811848.5,457
788,20,24,6,2,848750,718
788,25,29,11,13,950859,874
788,30,34,32,12,995398,983
788,35,39,64,14,928072,1229
788,40,44,99,29,863980,1642
788,45,49,131,47,759334.5,1958
788,50,54,178,74,719730.5,2904
788,55,59,234,102,643783,4202
788,60,64,258,116,518259.5,6092
788,65,69,265,129,370160.5,7268
788,70,74,211,118,261730,8271
788,75,79,145,101,185826.5,9718
788,80,84,111,95,112343.5,10111
788,85,999,91,101,74394,13496
792,0,4,0,0,6923644,13369
792,5,9,0,0,6622399.5,416
792,10,14,68,5,6407989.5,554
792,15,19,35,10,6472751,1196
792,20,24,97,23,6906030.5,2104
792,25,29,114,75,6798189,2814
792,30,34,148,78,6746473.5,3918
792,35,39,374,129,6473345.5,5544
792,40,44,732,266,5987530,8304
792,45,49,1196,454,5349284,12097
792,50,54,1797,687,4993830.5,19902
792,55,59,2481,993,4012318.5,26922
792,60,64,2987,1303,3150411.5,36337
792,65,69,3183,1571,2498937,45828
792,70,74,2937,1632,1788535.5,50374
792,75,79,2371,1607,1205483.5,57262
792,80,84,1734,1435,715281,63679
792,85,999,1464,1430,429250,74251
795,0,4,0,0,707671,6079
795,5,9,0,0,669913,217
795,10,14,1,0,541876,130
795,15,19,2,0,488677.5,269
795,20,24,3,2,521006.5,513
795,25,29,4,3,561792,723
795,30,34,9,7,529237,926
795,35,39,13,9,419577.5,1054
795,40,44,20,11,355559.5,1330
795,45,49,25,13,319358.5,1830
795,50,54,34,19,289451,2448
